Area,Career Level,Company,Company Website,Data Source,Date Posted,Date Scraped,Employer Contact Number,Employer Email,Industry,Job Description,Job Functions,Job Highlights,Job Link,Job Title,Job Type,Qualification,Salary,Search Term,Jobtick Avgsalary,Jobtick Productjobs,Jobtick Prototyping,Jobtick Research,Jobtick Uiuxjobs,Jobtick Webmobileappjobs,Jobtick Wireframing,Jobtick Writing,Lower Salary Range,Upper Salary Range,Years of Experience
Not Specified,Entry,Viu,http://www.pccw.com,JobsDB,10-06-2021,22-10-2021,,,Telecommunication,"['We are now looking for a Software QA Engineer to join our QA team in Hong Kong. The successful candidate will be responsible for ensuring the quality of media apps being used by millions of users globally and testing of applications on mobile, tablet, web and tv platforms. The role will involve a close relationship with product and development teams.', 'Your New Role\xa0 \xa0 \xa0 \xa0', 'Define, develop, and deploy quality initiatives throughout the entire product life cycle, including business requirement and functional specification, development, post launch maintenance.', 'Prepare test cases and provide appropriate planning and execution in feature testing, regression testing, integration testing, performance testing, and other non-functional testing to ensure successful application deployment.', 'Collaborate in a cross-functional team to ensure that all aspects of quality are actively discussed and addressed during the delivery process.', 'Prepare training materials, provide user training and implement","Information Technology (IT), Application Specialist - Software, Testing / QA, Technical / Functional Consulting","['Leading video streaming service in SEA', 'Expanding team', 'Regional exposure']",/hk/en/job/software-qa-engineer-hong-kong-100003008795610,"Software QA Engineer, Hong Kong",Full Time,Not Specified,Not Specified,Service Designer,,,,,,,,,,,2
Not Specified,Senior,Wafer Systems (HK) Limited,http://wafersystems.com.hk/tc/,JobsDB,10-08-2021,22-10-2021,,,Information Technology,"['Responsibilities:', 'To\xa0perform direct sales and account management\xa0functions', 'To assist customers in defining networking requirements and network designs', 'To provide consultancy to customers\xa0on\xa0IP-based internetworking, network security and cloud-computing solutions with help from in-house technical experts', 'To liaise with different teams and ensure client satisfaction consistently', 'To maintain client relationship with multinational clients in the relevant industry sectors as posted', 'To develop new sales prospects\xa0', 'Requirements:', 'At least\xa0a higher diploma holder with\xa0minimum 3 years experience in sales or account services.', 'Excellent in\xa0written and spoken\xa0Chinese and English. Mandarin will be an advantage', 'Self-motivated and willing to learn', 'Team Player\xa0', 'Good time management', 'Less\xa0sales experience and fresh graduate ', 'will be c', 'onsidered as Account Executive', 'We offer attractive remuneration and career development opportunities to the right","Information Technology (IT), Network & System, Sales, CS & Business Devpt, Account Servicing, Direct Sales","['direct sales and account management functions', 'assist customers in defining networking', 'requirements and network designs']",/hk/en/job/senior-account-manager-account-manager-account-executive-100003008803035,SENIOR ACCOUNT MANAGER / ACCOUNT MANAGER / ACCOUNT EXECUTIVE,"Full Time, Permanent",Non-Degree Tertiary,Not Specified,Service Designer,,,,,,,,,,,3
Not Specified,Entry,Manpower Services (Hong Kong) Limited,http://www.manpowergroupgrc.hk,JobsDB,10-19-2021,22-10-2021,,,Human Resources Management/Consultancy,"['Our client, Global insurance company , is now looking for Business Analyst to join their technical development teams.', 'Responsibilities:', 'Responsible in insurance / investment / project involving project coordination and communicate project schedules with internal departments and clients', 'Work with clients to obtain requirements through interviews, document analysis, surveys, site visits, business process descriptions, workflow analysis and use cases.', 'Evaluate the information from those multiple sources to develop an understanding of the clients business requests and needs and translate them into application and operational requirements.', 'Excellent verbal and written communication skills and the ability to lead a project or group.', 'Liaise with business users on scope, business requirement, testing plans and test cases and provide feedbacks', 'Conduct system test and obtain signoff from business users', 'Participate in product roadmap, business direction, market research analysis to facilitate p","Information Technology (IT), Product Management / Business Analyst, Software Development, Others","['Good remuneration package', 'Great career path with chance of promotion', '5-day work']",/hk/en/job/junior-senior-business-analyst-insurance-100003008827041,Junior / Senior Business Analyst (Insurance),Contract,Degree,Not Specified,Service Designer,,,,1,,,,,,,2
Not Specified,Middle,Master Dynamic Limited,Not Specified,JobsDB,10-05-2021,22-10-2021,,,Engineering - Electrical/Electronic/Mechanical,"['Responsibilities', 'Responsible for the development, configuration, provisioning, and operational support of the Cloud computing platforms (mainly AWS and Huawei).', 'Perform solution design, implementation, maintenance and support of Cloud environments.', 'Build public and hybrid cloud-based infrastructure solutions, with elastically scalable, proper fault tolerance, and highly reliable and secured architecture.', 'Perform migration of on-premises applications onto Cloud platforms.', 'Continuously review the architecture, design, monitoring and performance tuning of Cloud platforms as a Saas product.', 'Ensure knowledge up-gradation and work with new technologies so that the Cloud solution is current and meets all quality requirements and security standards.', 'Document and train other teammates on Cloud technology to maintain a Cloud capable operational team.', 'Communicate architectural solutions to IT senior leaders and other critical stakeholders throughout the architecture planning and design process.","Information Technology (IT), Support","['Cloud computing platforms (AWS & Huawei)', 'Cloud-based infrastructure solutions', 'AWS Associate']",/hk/en/job/cloud-engineer-100003008792403,Cloud Engineer,"Full Time, Permanent",Degree,Not Specified,Service Designer,,,,,,,,,,,3
Not Specified,Senior,Ricoh Hong Kong Limited,http://www.ricoh.com.hk,JobsDB,10-16-2021,22-10-2021,,,Others,"['The Job:', 'Provide Project Management and have overall accountability from all activities during project lifecycle', 'Support the consultancy force for achieving the business targets during pre-sales stage', 'Acts as a communication bridge between customers, internal departments and 3rd parties / vendors', 'Ensure overall project delivery, schedule and budget attainment and effective management of business user expectations in achieving overall desired outcomes, results and deliverables', 'Manage overall end-to-end project lifecycle oversight and management that includes the phases involving discovery, requirements gathering in partnership with Business function teams, project planning, design, build, testing and deployment', 'Conduct effective and efficient project team status meetings and develop sustainable planning model which best fits our business', 'Anticipate issues and risk and address them quickly, with an understanding of the critical path', 'Uplift the professional project management standard a","Information Technology (IT), IT Project Management / Team Lead","['Conduct project team status meetings', 'Monitor Project Progress & Implementation', 'PMP, Prince 2, ITIL, Lean Six Sigma Preferable']",/hk/en/job/project-manager-100003008818130,Project Manager,"Full Time, Permanent",Degree,Not Specified,Service Designer,,,,,,,,,,,8
Not Specified,Senior,Manpower Services (Hong Kong) Limited,http://www.manpowergroupgrc.hk,JobsDB,09-30-2021,22-10-2021,,,Human Resources Management/Consultancy,"['Responsibilities\xa0', 'Provide project management, workflow design, test management and consultancy services to the banking business to drive improvement in systems, products, service, process efficiency and control .', 'Work closely with parties including\xa0bank business users, operations, IT and relevant parties to ensure effective project implementation and process management support', 'Requirements', 'University graduate in related disciplines or other relevant qualifications.', '1 years solid banking experience in project management, system implementation or business transformation preferred.', 'Strong self-motivation and creativity, with excellent project management, communication, problem solving and analytical skills.', 'Demonstrated ability to rapidly build relationships with key stakeholders', 'Proficiency in English and Chinese.', 'Open to candidate from Business Analyst and Project Officer (With Banking working experience)']","Banking / Finance, Analyst, Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst","['Degree holder with 1 years of relevant EXP', 'Transformation Project Team', 'Project Manager / Business Analyst']",/hk/en/job/assistant-project-manager-business-analyst-perm-100003008781650,Assistant Project Manager/ Business Analyst (Perm),Permanent,Degree,HK$20K - 30K /month ,Service Designer,25,,,,,,,,20,30,1
Not Specified,Middle,DFI Retail Group DFI零售集團,http://www.DFIretailgroup.com,JobsDB,10-12-2021,22-10-2021,,,Wholesale / Retail,"['yuu Rewards is Hong Kong’s newest, biggest and best rewards club. Launched in July 2020, it has rapidly grown to a membership covering over 50% of the addressable population in Hong Kong. And we continue to grow! The yuu Rewards team is highly energetic and motivated to do the best for our members and partners and we’re always looking out for likeminded individuals to join us on our exciting growth journey.', ""This role is responsible for delivery quality software development and maintenance services in accordance with the Group's Software Development Life Cycle standard."", 'The Job:', '- Work in the development team with in-house and offshore developers on mobile app development, bug fixes and enhancement', '- Collaborate cross-functionally within a scrum team to define, design, and implement mobile app solutions', '- Stay up-to-date with new mobile technology trends', 'The Person:', ""- Bachelor's degree or above in Computer Science, Computer Engineering, or a related discipline is preferred. Other degree ","Information Technology (IT), Software Development","['Software development and maintenance services', 'Familiar with delivering mobile solutions', '3+ years in developing native mobile applications']",/hk/en/job/mobile-developer-yuu-rewards-100003008810024,Mobile Developer - yuu Rewards,Full Time,Degree,Not Specified,Service Designer,,,,,,1,,1,,,3
Not Specified,Middle,Randstad Hong Kong Limited,http://www.randstad.com.hk,JobsDB,10-19-2021,22-10-2021,,,Human Resources Management/Consultancy,"['about the company.', 'Top-tier, leading investment bank and securities is seeking Data Engineer/Data Architect as key driver for data transformation. As part of the innovation initiative and working closely with the head of enterprise data, you will manage the changes and improvements to existing architecture, end-to-end, with the support of junior data engineers.', 'about the job.', 'Reporting into Head of Enterprise Data, manage end-to-end data architecture from platform selection, architecture design through to developing the application and testing/implementation of proposed solution', 'Drive organization-wide data strategy, standardizing data quality, data flow and security within the organization.', 'Understand business requirements and exploring existing data structure, create a blueprint for building an integrated framework of accessible, secure data aligned with business strategy.', 'Support and develop data governance of platform, including requirement management, data ingestion and authorization ","Information Technology (IT), DBA, Network & System, Others","['Permanent Position', 'Well-known & Stable Business', 'Attractive Salary Package']",/hk/en/job/data-engineer-ibank-up-to-6-months-bonus-100003008827261,"Data Engineer (iBank, Up To 6 Months Bonus)","Full Time, Permanent",Degree,Not Specified,Service Designer,,,,,,,,,,,-1
 Shau Kei Wan,Entry,Strawberry Cosmetics (Services) Limited,Not Specified,CTGoodJobs,09-27-2021,22-10-2021,,,Not Specified,Not Specified,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/digital-creative-designer/07242567,Digital Creative Designer,Not Specified,Not Specified,Not Specified,Service Designer,,,,,,,,,,,1.5
Not Specified,Entry,Manpower Services (Hong Kong) Limited,http://www.manpowergroupgrc.hk,JobsDB,09-27-2021,22-10-2021,,,Human Resources Management/Consultancy,"['Job Description:', 'Build the data ETL pipeline, handle cleansing and labelling', 'Design, implement, validate, and administer the distributed training platforms for machine learning', 'Build POC solution and support production release', 'Job requirement:', '2-3 years of experience in Python or Spark', 'Proficient in coding and machine learning algorithms (Randon Forest, LightGBM, XGBoost…)', 'Knowledge of AWS Cloud, GCP or Azure', 'Experience in front-end development is an advantage', 'Self-motived, analytical and result-oriented', 'Any interested parties, please send you resume and expected salary in MS Word to ', '[email\xa0protected]']","Information Technology (IT), IT Project Management / Team Lead, Software Development","['Hong Kong Leading Bank', 'Machine learning; design and implement models', 'Hands-on coding and model building experience']",/hk/en/job/data-scientist-1-year-contract-up-to-45k-100003008772615,"Data Scientist (1-year Contract, Up to 45k)",Contract,(N/A),Not Specified,Service Designer,,,,,,,,,,,-1
Not Specified,Entry,SmarTone Telecommunications Limited,http://www.smartone.com,JobsDB,09-24-2021,22-10-2021,,,Telecommunication,"['Responsibilities:', 'Engage in the whole SDLC from business requirements gathering, analysis of existing system workflow, system design and implementation, assist users in UAT and production roll out', 'Provide ongoing system enhancements and support to ensure smooth running of production applications for the business', 'Work closely with different teams on system integration with API development', 'Work closely with vendors on system implementation and support in resolving problems', '\xa0', 'Requirements:', 'Degree holder in Computer Science, Information Technology or related disciplines', 'Preferably 4 years of experience in system development', 'Knowledge and experience on the following areas are desirable', 'DevOps, Web application development and framework, eg. Javascript, Java/J2EE, Spring Boot, Angular, Ajax, SQL', 'Web Service API / Microservices development, eg. RESTful, SOAP', 'Good oral, written, and interpersonal communication skills are required', 'Able to work independently and efficiently, y","Information Technology (IT), Application Specialist - Software, Software Development, Network & System","['Engage in SDLC, API development', 'Provide ongoing system enhancements and support', 'Javascript, Java/J2EE, SQL']",/hk/en/job/analyst-programmer-senior-programmer-programmer-100003008761376,Analyst Programmer / Senior Programmer / Programmer,"Full Time, Permanent",Degree,Not Specified,Service Designer,,,,,,,,,,,-1
Not Specified,Entry,Manpower Services (Hong Kong) Limited,http://www.manpowergroupgrc.hk,JobsDB,09-29-2021,22-10-2021,"['2504 6372', '90402328']",,Human Resources Management/Consultancy,"['Responsibilities:', 'Responsible for the design, development, implementation, enhancement, testing and technical support of various systems/applications/infrastructure', 'Conduct detailed system analysis and problem diagnosis; propose, develop and implement IT solutions.', 'Design and complete requirement specifications for different components for application systems.', 'Prepare system specifications and cases of testing; maintain systems documentations and monitor service provision of IT solutions.', 'Conduct quality assurance according to established guidelines and procedures to ensure the delivery of quality products.', 'Prepare and perform various stages of testing including unit test, integration test, system test, load test etc.', 'Conduct basic technical support related tasks including installation, system administration, patch management, etc.', 'Requirements:', 'Bachelor Degree, Higher Diploma, Associate Degree in Computer Science, Information Technology or related disciplines', 'These are the gen","Information Technology (IT), Application Specialist - Software, Software Development, Others","['Public sector', 'High Dip/Degree in IT, Computer Science or related', '5-day work']",/hk/en/job/junior-programmer-programmer-fresh-grad-welcome-100003008779729,Junior Programmer/Programmer (Fresh Grad Welcome),Contract,Degree,Not Specified,Service Designer,,,,,,,,,,,-1
Not Specified,Entry,The Hong Kong Polytechnic University,Not Specified,JobsDB,10-04-2021,22-10-2021,['21100408'],,Education,"['INFORMATION TECHNOLOGY SERVICES OFFICE', 'Specialist / Assistant Specialist (.NET and Angular Developer) (two posts)', ' (Ref. 21100408)', '[Appointment period: each for twelve months]', 'Duties', 'The appointees will work in the Network and Communication Services Section which is responsible for developing, implementing and supporting the University’s Next-Generation Physical Access and Control Infrastructure (PACI) implementation project.\xa0 The appointees will be required to:', '(a) undertake the development of mobile and enterprise web applications including programming, testing, implementation and related support tasks;', '(b) prepare design documentations, functional specifications and user guides related to the applications developed;', '(c) provide end-user training and technical support on the use of applications developed;', '(d) assist the supervisor with day-to-day tasks and projects; and', '(e) perform any other duties as assigned by the Director of the Office or his delegates.', 'Qualificatio","Information Technology (IT), Support, Software Development, Network & System","['A recognised degree in Computer Science', 'Solid experience in applying software design', 'Experience in server-side web applications']",/hk/en/job/specialist-assistant-specialist-net-and-angular-developer-two-posts-100003008789639,Specialist / Assistant Specialist (.NET and Angular Developer) (two posts),Full Time,Degree,Not Specified,Service Designer,,,,,,,,,,,-1
Not Specified,Entry,EY,Not Specified,JobsDB,10-05-2021,22-10-2021,,,Accounting/Audit/Tax Services,"['The opportunity', 'EY Technology Consulting allows the clients to harness the full potential of information technology in line with their business strategy and vision whilst also supporting or driving compliance with laws and regulations. Offering services through the life cycle, the technology professionals can also assist the clients through the implementation process to achieve measurable results. ', 'Technology Transformation', 'Combination of enabling capabilities and direct offerings for the CIO and CTO buyers encompassing IT Strategy, IT Operating Model Design & IT Function Transformation and Enterprise Architecture.', 'Your key responsibilities', 'Understand and analyze issues and challenges facing the clients from strategy formulation to day to day operations.', 'Understand the current situation of clients, designing the transformation roadmap, and executing the end-to-end implementation while collaborating with our technology and people consultants.', 'Provide consulting services in the overall tr","Accounting, Finance / Accounting Manager, Banking / Finance, Others, Information Technology (IT), Technical / Functional Consulting","[""Bachelor/Master's degree"", 'An undergraduate or graduate degree', 'Understand and analyze issues']",/hk/en/job/consulting-technology-transformation-senior-hong-kong-100003008791392,Consulting - Technology Transformation - Senior - Hong Kong,"Full Time, Permanent",Degree,Not Specified,Service Designer,,,,,,,,,,,-1
Not Specified,Entry,EY,Not Specified,JobsDB,10-07-2021,22-10-2021,,,Accounting/Audit/Tax Services,"['At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.', 'The EY Global Information Security team is looking for new members helping manage security risk using the latest technologies and inventing new ways to work. If you are seeking a position that allows you to demonstrate your information security skills, experience and ability to solve complex problems, this position is an opportunity to be involved embedding information security in many new projects as a part of EY’s new Regional Technology Hub practice that is intended to enable innovation.', 'The opportunity', 'Technology is at the heart of what we do and deliver at EY. EY NextWave global strategies are powered by multi-cloud capabilities, bringing the l","Building & Construction, Architectural Services, Information Technology (IT), Network & System, Technical Writing","['Significant working security experience', 'Advanced degree in Computer Science', 'Direct knowledge of IT system architecture concept']",/hk/en/job/senior-infosec-specialist-100003008799706,Senior InfoSec Specialist,Full Time,Degree,Not Specified,Service Designer,,,,,,,,,,,-1
Not Specified,Entry,Logic Technologies Limited,Not Specified,JobsDB,10-07-2021,22-10-2021,,,Electronics/Electrical Equipment,"['Logic Technologies Ltd – new business unit', 'Sai Yin Pun (Near HKU MTR)', 'Salary negotiable', 'Job Highlights', '\xa0\xa0\xa0\xa0\xa0\xa0 Open to 2020/2021 Recent Graduates', '\xa0\xa0\xa0\xa0\xa0\xa0 Exciting new Business Unit within solid, stable and growing international company', '\xa0\xa0\xa0\xa0\xa0\xa0 Digital-Out-Of-Home IoT and AI ecosystem Projects', '\xa0\xa0\xa0\xa0\xa0\xa0 Small Team working with CEO', 'Job Description', 'Technical Support Engineer', 'Technology Support engineers at entry and intermediate level in different disciplines are required.', 'The various disciplines include Digital-Out-Of-Home Media, motion detection, facial recognition, hybrid infrastructure, software development, data analytics, IoT, AI, ML.', 'Candidates may support such projects as;', '- hybrid Digital-Out-Of-Home solutions for innovative use cases being implemented and integrated with user device technology, AI, payment and edge to cloud infrastructure solutions.', '- software programs required for innovative u","Information Technology (IT), IT Project Management / Team Lead, Support, Software Development","['TECHNICAL SUPPORT ENGINEERS', 'Digital Media, IoT,  AI, data analytics projects', '12mths salary + 1 mth bonus + 14 days paid AL']",/hk/en/job/technical-support-engineer-software-development-support-computer-science-it-degree-graduate!-100003008799402,TECHNICAL SUPPORT ENGINEER - Software Development Support / Computer Science / IT degree graduate!,"Full Time, Permanent",Degree,Not Specified,Service Designer,,,,,,,,,,,-1
Not Specified,Entry,SmarTone Telecommunications Limited,http://www.smartone.com,JobsDB,10-19-2021,22-10-2021,,,Telecommunication,"['Responsibilities:', 'Data analytics on network quality assurance', 'Identify the problematic locations and provided solution to ensure network quality', 'Evolve performance management tools with machine learning/ Al', 'Improve the accuracy in detecting customer experience using Machine Learning', 'Implement new radio feature and design parameters to improve network performance', 'Ensure MTR performance to meet required KPIs and conduct problem investigations if any KPI below the target level', 'Requirements:', 'Degree in Electronic /Electrical Engineering, Computer Science, Information Technology or equivalent', 'Good computer programming skills e.g. C#, MySQL, Java, Visual Basic, VB.net', 'Self-motivated, independent, ability to work under pressure and team player', 'Good communication skills in both Englishand Chinese', 'Fresh graduate will also be considered', 'SmarTone is an equal-opportunity employer.\xa0 All data supplied will be kept in strict confidence and will be used for employment related purpos","Engineering, Telecommunication / Wireless / Radio, Information Technology (IT), Mobile / Wireless Communications, Data Scientist","['Data analytics on network quality assurance', 'Strong SQL  programming skills', 'Analytical thinking']",/hk/en/job/engineer-network-quality-assurance-and-optimization-100003008825525,"Engineer, Network Quality Assurance and Optimization","Full Time, Permanent",Degree,Not Specified,Service Designer,,,,,,,,,,,-1
Not Specified,Entry,FreightAmigo Services Limited,http://www.freightamigo.com,JobsDB,09-23-2021,22-10-2021,,,Information Technology,"['Highlights', 'FreightAmigo', ' -', ' FreighTech + FinTech eMarketPlace', 'Digital marketing experience. Funny. Creative.', 'Career Development Opportunities', 'Energetic,\xa0customer-focused and detailed-oriented', 'Job Responsibilities:', 'Support on SDLC, including development, debug, stress test, UAT support etc', ';', 'Design and develop features across both our websites, SaaS platform and mobile application;', 'Analyzes methods to ', 'efficiently address software system requirements', ';', 'Maintain and support the ', 'application services', ' with high stability to sustain business operations;', 'Conduct training and knowledge sharing with peers regularly.', 'Job requirements:', 'Degree in ', 'Computer Science or related disciplines', ';', 'Minimum 1 years’ experience', ' in web or mobile application development;', 'Hands on experience in\xa0', 'Vue;', 'Familiar with\xa0', 'mobile application development', '\xa0(', 'e.g. Ionic', ') is an advantage;', 'Experience in ', 'software development life cycle ","Information Technology (IT), IT Management, Software Development, Mobile / Wireless Communications","['FreightAmigo- FreightTech + FinTech eMarketPlace', 'Frontend Developer, vue, webpage, software develop', '5-day work week, start a business together']",/hk/en/job/frontend-developer-vue-5-day-work-fresh-graduate-will-be-considered-100003008738967,"Frontend Developer - Vue (5-day work, Fresh graduate will be considered)","Full Time, Permanent",Degree,Not Specified,Service Designer,,,,,,,,,,,1
Not Specified,Entry,iASPEC Services Limited,http://www.iaspec.com/,JobsDB,09-24-2021,22-10-2021,,,Information Technology,"['Responsibilities:', 'Engage in software design and development work using object oriented programming languages, for the implementation of software products in Fin-tech, Identity Management, Digital Signature area and serve our large enterprise customer in Finance, Healthcare and Public sectors;', 'Participate in definition, design, development, and deployment phases of software products and systems development projects', 'Qualifications:', 'Fresh Graduate or with less than 1 years of working experience', 'Relevant education background in either Information Technology, Mathematics, Physics, Statistics and Science, Computer Science, and Engineering disciplines', 'Knowledge and Experience of Software development in Java/J2EE is preferred, candidate with knowledge of other Object-Oriented Programming Language is also considered', 'Knowledge and Experience of Database programming and the SQL language is preferred', 'Candidate having good Analytic & Logical Thinking Skill, and basic programming concept will be c","Information Technology (IT), Software Development","['5 Days work', 'Education allowance', 'Performance bonus']",/hk/en/job/software-engineer-100003008764138,Software Engineer,Full Time,Degree,Not Specified,Service Designer,,,,,,,,,,,1
Not Specified,Entry,City Computing Limited,http://www.citycomputing.com,JobsDB,09-29-2021,22-10-2021,,,Information Technology,"['Work closely with the Platform team to liaise all platform setup schedules\xa0and\xa0requirements.', 'Assist professional services team member who came from operation background in\xa0troubleshooting technical issues.', 'Work closely with the development team to document technical guidance on system\xa0interface, setup guide of the software.', 'Job Requirement :', ""Bachelor's degree in Computer Science, Information Technology or IT related\xa0disciplines."", 'Able to produce test plan and test cases and conduct testing according to the functional\xa0specification', 'Experience on Web and Apps usability design is an advantage', 'Knowledge in scripting and programming languages: HTML, JavaScript, Java, C#', 'Need to use verbal and written English to communicate with developers\xa0and users\xa0across different geographical locations', 'Fresh graduates will also be considered', 'Please click APPLY NOW\xa0to submit your application']","Information Technology (IT), Application Specialist - Software, Product Management / Business Analyst, Software Development","['Regional role with Excellent Job Exposure', 'IT business project implementation', 'Progressive career advancement opportunities']",/hk/en/job/business-analyst-it-fresh-graduate-welcome-100003008777481,Business Analyst - IT (Fresh Graduate welcome),Full Time,Degree,Not Specified,Service Designer,,,,,,,,,,,1
Not Specified,Entry,PERSOLKELLY Hong Kong Limited,http://www.persolkelly.com.hk,JobsDB,09-30-2021,22-10-2021,,['Contract_hk @persolkelly.com'],Human Resources Management/Consultancy,"['Our client is one of the largest banks in Asia to offer customers a wide range of banking services.', 'Key Responsibilities', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Support to develop standards, policies and procedures to support the creation and provide technical assurance for the on-going implementation of the data governance policy', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Support and supervise information stewardship activities and management of data quality', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Support project planning and management to ensure best practice and legal frameworks are followed with regards to data governance', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Experienced in establishing and monitoring of data governance framework', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Support to design, drive, and contribute to initiatives to improve data quality, consistency and integrity', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 To support in defining data strategy to establish and ensure adherence to the Bank’s data governance framework fo","Information Technology (IT), IT Management, Network & System, Others","['Bachelor Degree in Computer Science or related', 'Minimum 1-2 years of experience in Data Governance', 'Implement data standards, policies and procedures']",/hk/en/job/data-governance-specialist-banking-100003008781048,Data Governance Specialist (Banking),Full Time,Degree,Not Specified,Service Designer,,,,,,,,,,,1
Not Specified,Entry,China Mobile Hong Kong 中國移動香港,http://www.hk.chinamobile.com,JobsDB,09-30-2021,22-10-2021,,,Telecommunication,"['CHINA MOBILE HONG KONG COMPANY LIMITED', '\xa0(""CMHK"") is the wholly-owned subsidiary of China Mobile Limited (HKEx: 941) (NYSE: CHL), which ranks 65th on the Fortune Global 500.', 'Our company strives to offer superior service experience and to become the preferable digital partner for customers. We are preserving an environment with trust, responsibility and caring. At CMHK, we commit to maximizing people’s potential and paving the way toward success for every striver. We are now inviting high caliber professional to join us.', 'Division:\xa0 Finance Division', 'In this position, you will:', 'Participate in end-to-end system implementation', 'Work closely with internal users and different stakeholders on new user requirement, design, functional specification and UAT', 'Support ongoing ERP maintenance', 'Assist in month end period closing process in ERP', 'Create / update current system settings, including COA, FSG report and user role', 'Retrieve data from ERP using SQL to meet operational requirement', '","Accounting, Finance / Accounting Manager, Others, Information Technology (IT), Product Management / Business Analyst","['Update current system settings - COA, FSG', 'Experience in ERP / Oracle EBS set up', 'Double pay & Performance bonus']",/hk/en/job/business-analyst-finance-100003008781670,Business Analyst - Finance,"Full Time, Permanent",Degree,Not Specified,Service Designer,,,,,,,,,,,1
Not Specified,Entry,DCH Auriga (Hong Kong) Limited,Not Specified,JobsDB,09-30-2021,22-10-2021,,,Trading and Distribution,"['The incumbent will be responsible for Analysis Report development, system setup & IT support services. He/She will collect business requirements, design, develop, documents, testing and provide support on logistic/trading business.', 'Requirements:', 'Post-Secondary educated or Degree in Information Technology or related disciplines.', 'Responsible for BI reports development, System Integration, Customer / User Support, and other assigned tasks', 'Knowledge in Report development and application support is a bonus.', 'Exposure in BI reporting system, Database, SQL, ERP, WMS, and Supply Chain process is an advantage.', 'Basic Knowledge in using computer, MS office.', 'Good communication, analytical and problem-solving skills', 'Work Independently and willing to learn.', 'Good in written and spoken English and Chinese.', 'For Assistant BA role, fresh graduates are also welcome. Training will be provided.', 'For BA role, project management & team leading experience are advantages.', 'All applications received w","Information Technology (IT), Application Specialist - Software, Support, Product Management / Business Analyst","['Fresh graduates are considered', 'Exposure in Report Development & App Support', 'Higher Diploma in Computer Science or IT']",/hk/en/job/assistant-business-analyst-it-100003008780464,(Assistant) Business Analyst - IT,"Full Time, Permanent",Degree,Not Specified,Service Designer,,,,,,,,,,,1
Not Specified,Entry,Pactera (Hong Kong) Limited,Not Specified,JobsDB,10-04-2021,22-10-2021,,,Information Technology,"['\xa0', 'About us', 'Pactera is a global technology company providing clients with a variety of services including digital consulting, UX interaction, IT systems solution implementation, and operational services. By leveraging rich experience in sectors including banking, high-tech and telecommunications, we have established long-term cooperative relationships with vast number of Fortune 500 companies.', 'Our Culture', 'Within our tech team, we are about passion to win, value our people, and client orientated, ect. We treat our people with respect and trust and give them a ton of freedom and autonomy to make an impact. \xa0Join the growing company using technology to tackle enterprises toughest challenges.', 'About this Job', 'As a Programmer / Analyst Programmer, you will work in a knowledgeable team. Responsible and proactive candidates are highly welcomed.', 'Key Responsibilities', 'Response in Data Management and extract data from MS SQL server and generate the reports', 'Support significant data manipul","Information Technology (IT), DBA, Software Development, Data Scientist","['Degree Holder with 1-3 yrs exp.', 'C#, SQL/MS SQL, SSRS', 'Develop professional and high-performance software']",/hk/en/job/programmer-analyst-programmer-c-ms-sql-sql-ssrs-100003008787530,"Programmer / Analyst Programmer (C#, MS SQL/SQL, SSRS)","Full Time, Permanent",Degree,Not Specified,Service Designer,,,,,,,,,,,1
Not Specified,Entry,The Hong Kong Mortgage Corporation Limited,Not Specified,JobsDB,10-06-2021,22-10-2021,,,Financial Services,"['To participate in designing, developing and testing application systems to support loans and credit guarantee operations, credit management, business transactions and monitoring of portfolio quality;', 'To design and construct ad hoc data analysis and reporting;', 'To recommend and implement new systems and processes, business process re-engineering initiatives and procedural manuals maintenance; and', 'The employment will be on a contract basis subject to renewal.', 'Requirements:', 'Degree holder in Information Systems, Management, Finance or related discipline, a higher degree is an advantage but not essential.\xa0 Candidates with dual degree in business and IT would be preferred;', ""A minimum of 1 year's business analyst experience in banking industry or related discipline would be preferred;"", 'Solid knowledge in banking products, system development cycle and UAT would be an advantage;', 'Attentive to details, high degree of accuracy, able to work under pressure and meet tight deadlines;', 'A team play","Banking / Finance, Loan, Information Technology (IT), Product Management / Business Analyst, Order Processing & Operation / Settlement","['Designing & testing loan application systems', 'Data mining, analysis and reporting', 'Degree holder in Information Systems / Business']",/hk/en/job/senior-associate-process-management-and-systems-100003008790976,Senior Associate (Process Management and Systems),Full Time,Degree,Not Specified,Service Designer,,,,,,,,,,,1
